Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;
320010205000011;1;68;331;113;21;14;16;0;0;0;239;11092;161458;94289;27780;30800;61230;0;0;0;802;563;386649;29;159;68;14;7;12;0;0;0;89;5054;78098;56455;18440;15500;46330;0;0;0;378;289;219877;39;172;45;7;7;4;0;0;0;150;6038;83360;37834;9340;15300;14900;0;0;0;424;274;166772;68;331;113;21;14;16;0;0;0;239;11092;161458;94289;27780;30800;61230;0;0;0;802;563;386649;29;159;68;14;7;12;0;0;0;89;5054;78098;56455;18440;15500;46330;0;0;0;378;289;219877;39;172;45;7;7;4;0;0;0;150;6038;83360;37834;9340;15300;14900;0;0;0;424;274;166772;
320010205000012;1;14;152;138;47;40;24;5;3;1;160;2985;74567;109981;64626;80913;86982;32000;29000;11113;584;424;492167;3;65;79;33;15;13;2;3;0;55;605;32447;63917;45476;30588;46150;12500;29000;0;268;213;260683;11;87;59;14;25;11;3;0;1;105;2380;42120;46064;19150;50325;40832;19500;0;11113;316;211;231484;14;152;138;47;40;24;5;3;1;159;2985;74567;109981;64626;80913;86982;32000;29000;11113;583;424;492167;3;65;79;33;15;13;2;3;0;54;605;32447;63917;45476;30588;46150;12500;29000;0;267;213;260683;11;87;59;14;25;11;3;0;1;105;2380;42120;46064;19150;50325;40832;19500;0;11113;316;211;231484;
320010205000013;8;72;113;23;6;1;1;0;0;0;141;10449;53392;18050;7550;2550;4000;0;0;0;357;216;95991;35;69;15;4;1;1;0;0;0;59;6325;31390;11914;4800;2550;4000;0;0;0;184;125;60979;37;44;8;2;0;0;0;0;0;82;4124;22002;6136;2750;0;0;0;0;0;173;91;35012;72;113;23;6;1;1;0;0;0;141;10449;53392;18050;7550;2550;4000;0;0;0;357;216;95991;35;69;15;4;1;1;0;0;0;59;6325;31390;11914;4800;2550;4000;0;0;0;184;125;60979;37;44;8;2;0;0;0;0;0;82;4124;22002;6136;2750;0;0;0;0;0;173;91;35012;
320010205000014;8;81;175;79;13;13;9;2;1;1;196;10677;84163;59664;17586;27420;34800;11200;8500;15000;570;374;269010;21;101;50;12;10;8;2;1;1;109;3404;48241;36871;16286;21420;29800;11200;8500;15000;315;206;190722;60;74;29;1;3;1;0;0;0;87;7273;35922;22793;1300;6000;5000;0;0;0;255;168;78288;81;175;79;13;13;9;2;1;1;196;10677;84163;59664;17586;27420;34800;11200;8500;15000;570;374;269010;21;101;50;12;10;8;2;1;1;109;3404;48241;36871;16286;21420;29800;11200;8500;15000;315;206;190722;60;74;29;1;3;1;0;0;0;87;7273;35922;22793;1300;6000;5000;0;0;0;255;168;78288;
320010205000015;8;73;135;70;19;10;3;2;0;0;141;9571;63131;58885;26420;18775;11000;13000;0;0;453;312;200782;23;80;29;14;8;3;1;0;0;78;3637;37151;23551;18980;15025;11000;6500;0;0;236;158;115844;50;55;41;5;2;0;1;0;0;63;5934;25980;35334;7440;3750;0;6500;0;0;217;154;84938;73;135;70;19;10;3;2;0;0;141;9571;63131;58885;26420;18775;11000;13000;0;0;453;312;200782;23;80;29;14;8;3;1;0;0;78;3637;37151;23551;18980;15025;11000;6500;0;0;236;158;115844;50;55;41;5;2;0;1;0;0;63;5934;25980;35334;7440;3750;0;6500;0;0;217;154;84938;
320010205000016;8;24;79;21;1;2;2;0;0;0;109;2586;37405;17545;1500;3845;7300;0;0;0;238;129;70181;19;52;16;1;2;2;0;0;0;42;2400;23845;12740;1500;3845;7300;0;0;0;134;92;51630;5;27;5;0;0;0;0;0;0;67;186;13560;4805;0;0;0;0;0;0;104;37;18551;24;79;21;1;2;2;0;0;0;109;2586;37405;17545;1500;3845;7300;0;0;0;238;129;70181;19;52;16;1;2;2;0;0;0;42;2400;23845;12740;1500;3845;7300;0;0;0;134;92;51630;5;27;5;0;0;0;0;0;0;67;186;13560;4805;0;0;0;0;0;0;104;37;18551;
320010205000017;8;96;155;79;17;8;11;0;0;1;168;15246;75217;65017;22121;16597;37431;0;0;25000;535;367;256629;44;89;44;12;5;9;0;0;1;79;8525;42355;36099;15798;10597;30931;0;0;25000;283;204;169305;52;66;35;5;3;2;0;0;0;89;6721;32862;28918;6323;6000;6500;0;0;0;252;163;87324;96;155;79;17;8;11;0;0;1;168;15246;75217;65017;22121;16597;37431;0;0;25000;535;367;256629;44;89;44;12;5;9;0;0;1;79;8525;42355;36099;15798;10597;30931;0;0;25000;283;204;169305;52;66;35;5;3;2;0;0;0;89;6721;32862;28918;6323;6000;6500;0;0;0;252;163;87324;
320010205000018;8;31;97;12;7;3;7;3;1;3;126;3752;45639;10070;9312;5900;28000;18500;8000;88000;290;164;217173;9;66;8;5;2;7;2;1;3;55;1252;30815;6570;6930;3900;28000;12500;8000;88000;158;103;185967;22;31;4;2;1;0;1;0;0;71;2500;14824;3500;2382;2000;0;6000;0;0;132;61;31206;31;97;12;7;3;7;3;1;3;126;3752;45639;10070;9312;5900;28000;18500;8000;88000;290;164;217173;9;66;8;5;2;7;2;1;3;55;1252;30815;6570;6930;3900;28000;12500;8000;88000;158;103;185967;22;31;4;2;1;0;1;0;0;71;2500;14824;3500;2382;2000;0;6000;0;0;132;61;31206;
320010205000019;1;76;230;116;15;5;5;1;0;0;182;10567;109410;87941;19634;10000;18100;6000;0;0;630;448;261652;25;117;72;6;3;3;1;0;0;83;3570;56150;54393;7900;6500;9500;6000;0;0;310;227;144013;51;113;44;9;2;2;0;0;0;99;6997;53260;33548;11734;3500;8600;0;0;0;320;221;117639;76;230;115;15;5;5;1;0;0;182;10567;109410;87221;19634;10000;18100;6000;0;0;629;447;260932;25;117;71;6;3;3;1;0;0;83;3570;56150;53673;7900;6500;9500;6000;0;0;309;226;143293;51;113;44;9;2;2;0;0;0;99;6997;53260;33548;11734;3500;8600;0;0;0;320;221;117639;
320010205000020;1;41;144;86;24;17;9;1;1;0;117;5562;69793;69964;32096;33790;34600;6000;10000;0;440;323;261805;9;68;50;14;9;8;1;1;0;55;1518;32420;40915;19271;18450;31700;6000;10000;0;215;160;160274;32;76;36;10;8;1;0;0;0;62;4044;37373;29049;12825;15340;2900;0;0;0;225;163;101531;41;144;86;24;17;9;1;1;0;117;5562;69793;69964;32096;33790;34600;6000;10000;0;440;323;261805;9;68;50;14;9;8;1;1;0;55;1518;32420;40915;19271;18450;31700;6000;10000;0;215;160;160274;32;76;36;10;8;1;0;0;0;62;4044;37373;29049;12825;15340;2900;0;0;0;225;163;101531;
320010205000021;1;63;194;48;6;6;0;0;0;0;175;9085;96047;38178;7610;12100;0;0;0;0;492;317;163020;26;100;29;5;5;0;0;0;0;65;4243;49410;22468;6410;10100;0;0;0;0;230;165;92631;37;94;19;1;1;0;0;0;0;110;4842;46637;15710;1200;2000;0;0;0;0;262;152;70389;63;194;47;6;5;0;0;0;0;175;9085;96047;37178;7610;10100;0;0;0;0;490;315;160020;26;100;29;5;4;0;0;0;0;65;4243;49410;22468;6410;8100;0;0;0;0;229;164;90631;37;94;18;1;1;0;0;0;0;110;4842;46637;14710;1200;2000;0;0;0;0;261;151;69389;
320010205000022;8;75;151;53;6;4;0;0;0;0;165;12387;68930;44545;7600;8315;0;0;0;0;454;289;141777;40;104;37;3;3;0;0;0;0;62;7465;45580;29275;3700;6500;0;0;0;0;249;187;92520;35;47;16;3;1;0;0;0;0;103;4922;23350;15270;3900;1815;0;0;0;0;205;102;49257;75;151;53;6;4;0;0;0;0;165;12387;68930;44545;7600;8315;0;0;0;0;454;289;141777;40;104;37;3;3;0;0;0;0;62;7465;45580;29275;3700;6500;0;0;0;0;249;187;92520;35;47;16;3;1;0;0;0;0;103;4922;23350;15270;3900;1815;0;0;0;0;205;102;49257;
320010205000023;1;9;37;40;16;30;20;2;1;1;70;1100;18260;31941;21425;58795;73499;12000;10000;23700;226;156;250720;3;17;17;14;17;12;2;0;1;31;320;8400;13219;18525;34781;46914;12000;0;23700;114;83;157859;6;20;23;2;13;8;0;1;0;39;780;9860;18722;2900;24014;26585;0;10000;0;112;73;92861;9;37;40;16;30;20;2;1;1;70;1100;18260;31941;21425;58795;73499;12000;10000;23700;226;156;250720;3;17;17;14;17;12;2;0;1;31;320;8400;13219;18525;34781;46914;12000;0;23700;114;83;157859;6;20;23;2;13;8;0;1;0;39;780;9860;18722;2900;24014;26585;0;10000;0;112;73;92861;
320010205000024;1;9;45;38;16;14;10;3;3;0;59;1012;22010;33314;20739;28592;31910;21000;30000;0;197;138;188577;4;20;20;6;7;6;2;2;0;23;310;9610;17819;7460;15170;19800;13500;20000;0;90;67;103669;5;25;18;10;7;4;1;1;0;36;702;12400;15495;13279;13422;12110;7500;10000;0;107;71;84908;9;45;38;16;14;10;3;3;0;59;1012;22010;33314;20739;28592;31910;21000;30000;0;197;138;188577;4;20;20;6;7;6;2;2;0;23;310;9610;17819;7460;15170;19800;13500;20000;0;90;67;103669;5;25;18;10;7;4;1;1;0;36;702;12400;15495;13279;13422;12110;7500;10000;0;107;71;84908;
320010205000025;1;49;132;144;31;29;17;2;1;4;101;8014;64360;112873;41364;59120;54760;12000;8300;48000;510;409;408791;11;66;86;14;16;10;1;0;2;27;1859;32190;68417;18764;32750;32560;6000;0;25000;233;206;217540;38;66;58;17;13;7;1;1;2;74;6155;32170;44456;22600;26370;22200;6000;8300;23000;277;203;191251;49;132;144;31;29;17;2;1;4;101;8014;64360;112873;41364;59120;54760;12000;8300;48000;510;409;408791;11;66;86;14;16;10;1;0;2;27;1859;32190;68417;18764;32750;32560;6000;0;25000;233;206;217540;38;66;58;17;13;7;1;1;2;74;6155;32170;44456;22600;26370;22200;6000;8300;23000;277;203;191251;
320010205000026;1;20;80;64;19;7;7;0;0;0;120;3205;38366;48034;24551;13471;23375;0;0;0;317;197;151002;10;39;40;11;1;3;0;0;0;47;1700;18578;30262;14581;2000;11075;0;0;0;151;104;78196;10;41;24;8;6;4;0;0;0;73;1505;19788;17772;9970;11471;12300;0;0;0;166;93;72806;20;80;64;19;7;7;0;0;0;120;3205;38366;48034;24551;13471;23375;0;0;0;317;197;151002;10;39;40;11;1;3;0;0;0;47;1700;18578;30262;14581;2000;11075;0;0;0;151;104;78196;10;41;24;8;6;4;0;0;0;73;1505;19788;17772;9970;11471;12300;0;0;0;166;93;72806;
320010205000027;1;17;115;80;26;9;5;2;1;0;106;2857;56760;63300;35691;17500;15780;11110;8000;0;361;255;210998;4;46;42;13;7;3;1;0;0;54;733;23200;33889;17800;13000;10070;6000;0;0;170;116;104692;13;69;38;13;2;2;1;1;0;52;2124;33560;29411;17891;4500;5710;5110;8000;0;191;139;106306;17;115;80;26;9;5;2;1;0;106;2857;56760;63300;35691;17500;15780;11110;8000;0;361;255;210998;4;46;42;13;7;3;1;0;0;54;733;23200;33889;17800;13000;10070;6000;0;0;170;116;104692;13;69;38;13;2;2;1;1;0;52;2124;33560;29411;17891;4500;5710;5110;8000;0;191;139;106306;
320010205000028;1;33;117;65;11;4;4;0;0;0;121;3609;56822;49747;14100;7456;14000;0;0;0;355;234;145734;6;54;34;7;3;3;0;0;0;64;749;26575;26483;9050;5856;11000;0;0;0;171;107;79713;27;63;31;4;1;1;0;0;0;57;2860;30247;23264;5050;1600;3000;0;0;0;184;127;66021;33;117;65;11;4;4;0;0;0;121;3609;56822;49747;14100;7456;14000;0;0;0;355;234;145734;6;54;34;7;3;3;0;0;0;64;749;26575;26483;9050;5856;11000;0;0;0;171;107;79713;27;63;31;4;1;1;0;0;0;57;2860;30247;23264;5050;1600;3000;0;0;0;184;127;66021;
320010205000029;1;21;167;136;45;35;20;4;3;2;200;4321;81123;109865;61503;70876;68727;23500;27000;40000;633;433;486915;8;76;75;18;17;13;3;3;1;78;1634;37410;59879;24933;34531;47327;18000;27000;20000;292;214;270714;13;91;61;27;18;7;1;0;1;122;2687;43713;49986;36570;36345;21400;5500;0;20000;341;219;216201;21;167;136;45;35;20;4;3;2;200;4321;81123;109865;61503;70876;68727;23500;27000;40000;633;433;486915;8;76;75;18;17;13;3;3;1;78;1634;37410;59879;24933;34531;47327;18000;27000;20000;292;214;270714;13;91;61;27;18;7;1;0;1;122;2687;43713;49986;36570;36345;21400;5500;0;20000;341;219;216201;
320010205000030;1;42;148;146;33;20;12;0;1;1;140;6617;72078;113574;42650;38980;40100;0;10000;12000;543;403;335999;16;67;92;23;15;6;0;1;0;54;2424;32992;71059;29910;29620;20400;0;10000;0;274;220;196405;26;81;54;10;5;6;0;0;1;86;4193;39086;42515;12740;9360;19700;0;0;12000;269;183;139594;40;144;145;33;20;12;0;1;1;137;6317;70248;112874;42650;38980;40100;0;10000;12000;533;396;333169;14;65;91;23;15;6;0;1;0;54;2124;31972;70359;29910;29620;20400;0;10000;0;269;215;194385;26;79;54;10;5;6;0;0;1;83;4193;38276;42515;12740;9360;19700;0;0;12000;264;181;138784;
320010213000001;1;35;183;93;17;12;3;0;0;0;223;5913;87417;75621;23090;22222;8710;0;0;0;566;343;222973;8;111;51;7;6;2;0;0;0;106;1702;52905;40460;9800;10780;5700;0;0;0;291;185;121347;27;72;42;10;6;1;0;0;0;117;4211;34512;35161;13290;11442;3010;0;0;0;275;158;101626;35;183;93;17;12;3;0;0;0;223;5913;87417;75621;23090;22222;8710;0;0;0;566;343;222973;8;111;51;7;6;2;0;0;0;106;1702;52905;40460;9800;10780;5700;0;0;0;291;185;121347;27;72;42;10;6;1;0;0;0;117;4211;34512;35161;13290;11442;3010;0;0;0;275;158;101626;
320010213000002;8;95;150;57;15;6;3;1;0;0;149;14176;70257;45550;20140;11895;10666;6000;0;0;476;327;178684;34;102;35;11;5;3;1;0;0;63;7585;46240;26571;14770;9895;10666;6000;0;0;254;191;121727;61;48;22;4;1;0;0;0;0;86;6591;24017;18979;5370;2000;0;0;0;0;222;136;56957;95;150;57;15;6;3;1;0;0;149;14176;70257;45550;20140;11895;10666;6000;0;0;476;327;178684;34;102;35;11;5;3;1;0;0;63;7585;46240;26571;14770;9895;10666;6000;0;0;254;191;121727;61;48;22;4;1;0;0;0;0;86;6591;24017;18979;5370;2000;0;0;0;0;222;136;56957;
320010213000003;8;120;134;31;7;6;2;0;0;0;132;16113;62046;25404;9100;11800;5916;0;0;0;432;300;130379;68;79;19;6;4;1;0;0;0;51;9710;35786;15040;7600;7900;3000;0;0;0;228;177;79036;52;55;12;1;2;1;0;0;0;81;6403;26260;10364;1500;3900;2916;0;0;0;204;123;51343;120;134;31;7;6;2;0;0;0;132;16113;62046;25404;9100;11800;5916;0;0;0;432;300;130379;68;79;19;6;4;1;0;0;0;51;9710;35786;15040;7600;7900;3000;0;0;0;228;177;79036;52;55;12;1;2;1;0;0;0;81;6403;26260;10364;1500;3900;2916;0;0;0;204;123;51343;
320010215000001;1;1;14;3;0;0;0;0;0;0;46;100;6960;2940;0;0;0;0;0;0;64;18;10000;1;6;1;0;0;0;0;0;0;23;100;3060;1020;0;0;0;0;0;0;31;8;4180;0;8;2;0;0;0;0;0;0;23;0;3900;1920;0;0;0;0;0;0;33;10;5820;1;14;3;0;0;0;0;0;0;46;100;6960;2940;0;0;0;0;0;0;64;18;10000;1;6;1;0;0;0;0;0;0;23;100;3060;1020;0;0;0;0;0;0;31;8;4180;0;8;2;0;0;0;0;0;0;23;0;3900;1920;0;0;0;0;0;0;33;10;5820;
320010215000002;8;27;100;26;5;8;4;1;0;2;162;3574;48418;21975;6945;16370;11860;6000;0;37000;335;173;152142;11;62;19;3;8;4;1;0;2;71;1990;29320;16040;3915;16370;11860;6000;0;37000;181;110;122495;16;38;7;2;0;0;0;0;0;91;1584;19098;5935;3030;0;0;0;0;0;154;63;29647;27;98;26;5;8;4;1;0;2;161;3574;47608;21975;6945;16370;11860;6000;0;37000;332;171;151332;11;60;19;3;8;4;1;0;2;71;1990;28510;16040;3915;16370;11860;6000;0;37000;179;108;121685;16;38;7;2;0;0;0;0;0;90;1584;19098;5935;3030;0;0;0;0;0;153;63;29647;
320010215000003;8;93;92;32;2;3;9;4;0;0;194;14742;42060;24540;3000;6100;37500;30000;0;0;429;235;157942;61;52;22;1;2;6;2;0;0;82;10246;23937;15890;1500;4000;24500;15000;0;0;228;146;95073;32;40;10;1;1;3;2;0;0;112;4496;18123;8650;1500;2100;13000;15000;0;0;201;89;62869;93;92;32;2;3;9;4;0;0;191;14742;42060;24540;3000;6100;37500;30000;0;0;426;235;157942;61;52;22;1;2;6;2;0;0;79;10246;23937;15890;1500;4000;24500;15000;0;0;225;146;95073;32;40;10;1;1;3;2;0;0;112;4496;18123;8650;1500;2100;13000;15000;0;0;201;89;62869;
320010215000004;8;22;34;11;3;5;13;4;1;1;118;3045;16210;9360;3755;10000;51300;26200;10000;12510;212;94;142380;10;20;10;2;5;13;4;1;1;41;1860;9470;8680;2700;10000;51300;26200;10000;12510;107;66;132720;12;14;1;1;0;0;0;0;0;77;1185;6740;680;1055;0;0;0;0;0;105;28;9660;22;33;11;3;5;13;4;1;1;118;3045;15700;9360;3755;10000;51300;26200;10000;12510;211;93;141870;10;20;10;2;5;13;4;1;1;41;1860;9470;8680;2700;10000;51300;26200;10000;12510;107;66;132720;12;13;1;1;0;0;0;0;0;77;1185;6230;680;1055;0;0;0;0;0;104;27;9150;
320010228000001;8;177;274;61;11;6;0;0;1;0;216;29929;119390;50960;13462;12500;0;0;10000;0;746;530;236241;85;169;43;7;4;0;0;1;0;83;15354;71300;35270;8602;8000;0;0;10000;0;392;309;148526;92;105;18;4;2;0;0;0;0;133;14575;48090;15690;4860;4500;0;0;0;0;354;221;87715;174;273;60;11;6;0;0;1;0;215;29569;119040;50360;13462;12500;0;0;10000;0;740;525;234931;84;168;43;7;4;0;0;1;0;83;15204;70950;35270;8602;8000;0;0;10000;0;390;307;148026;90;105;17;4;2;0;0;0;0;132;14365;48090;15090;4860;4500;0;0;0;0;350;218;86905;
320010228000002;8;83;120;34;4;2;0;0;2;0;194;13485;50250;29050;5800;4300;0;0;20000;0;439;245;122885;48;83;22;4;2;0;0;2;0;70;8280;33550;17970;5800;4300;0;0;20000;0;231;161;89900;35;37;12;0;0;0;0;0;0;124;5205;16700;11080;0;0;0;0;0;0;208;84;32985;83;119;34;4;2;0;0;2;0;194;13485;49740;29050;5800;4300;0;0;20000;0;438;244;122375;48;82;22;4;2;0;0;2;0;70;8280;33040;17970;5800;4300;0;0;20000;0;230;160;89390;35;37;12;0;0;0;0;0;0;124;5205;16700;11080;0;0;0;0;0;0;208;84;32985;
320010230000001;1;31;66;23;1;5;2;1;0;0;32;4895;30646;19080;1310;9800;5800;6000;0;0;161;129;77531;18;30;14;1;4;0;1;0;0;9;3280;14288;11420;1310;7800;0;6000;0;0;77;68;44098;13;36;9;0;1;2;0;0;0;23;1615;16358;7660;0;2000;5800;0;0;0;84;61;33433;31;66;23;1;5;2;1;0;0;32;4895;30646;19080;1310;9800;5800;6000;0;0;161;129;77531;18;30;14;1;4;0;1;0;0;9;3280;14288;11420;1310;7800;0;6000;0;0;77;68;44098;13;36;9;0;1;2;0;0;0;23;1615;16358;7660;0;2000;5800;0;0;0;84;61;33433;
320010230000002;8;103;118;37;6;6;2;2;1;0;137;15341;52811;29852;8229;12500;8000;12000;8000;0;412;275;146733;62;64;24;5;4;2;2;1;0;47;9720;27768;19690;7100;8000;8000;12000;8000;0;211;164;100278;41;54;13;1;2;0;0;0;0;90;5621;25043;10162;1129;4500;0;0;0;0;201;111;46455;103;118;37;6;6;2;2;1;0;137;15341;52811;29852;8229;12500;8000;12000;8000;0;412;275;146733;62;64;24;5;4;2;2;1;0;47;9720;27768;19690;7100;8000;8000;12000;8000;0;211;164;100278;41;54;13;1;2;0;0;0;0;90;5621;25043;10162;1129;4500;0;0;0;0;201;111;46455;
