Cod_setor;Setor_Precoleta;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;V256;V257;V258;V259;V260;V261;V262;V263;V264;V265;V266;V267;V268;V269;V270;V271;V272;V273;V274;V275;V276;V277;V278;V279;V280;V281;V282;V283;V284;V285;V286;V287;V288;V289;V290;V291;V292;V293;V294;V295;V296;V297;V298;V299;V300;V301;V302;V303;V304;V305;V306;V307;V308;V309;V310;V311;V312;V313;V314;V315;V316;V317;V318;V319;V320;V321;V322;V323;V324;V325;V326;V327;V328;V329;V330;V331;V332;V333;V334;V335;V336;V337;V338;V339;V340;V341;V342;V343;V344;V345;V346;V347;V348;V349;V350;V351;V352;V353;V354;V355;V356;V357;V358;V359;V360;V361;V362;V363;V364;V365;V366;V367;V368;V369;V370;V371;V372;V373;V374;V375;V376;V377;V378;V379;V380;V381;V382;V383;V384;V385;V386;V387;V388;V389;V390;V391;V392;V393;V394;V395;V396;V397;V398;V399;V400;V401;V402;V403;V404;V405;V406;V407;V408;V409;V410;V411;V412;V413;V414;V415;V416;V417;V418;V419;V420;V421
510010210000001;1;0;22;0;84;0;0;15;7;67;17;0;0;4;18;13;71;0;0;0;22;0;84;0;0;2;20;13;71;0;0;0;22;0;84;0;0;0;22;0;84;0;0;0;22;2;82;0;0;0;22;0;84;0;0;0;22;3;81;0;0;0;6;0;32;0;47;0;13;0;2;0;6;5;1;29;3;32;15;9;4;2;0;5;1;0;6;4;28;10;37;2;11;1;1;0;6;0;6;0;32;0;47;0;13;0;2;0;6;0;6;4;28;8;39;2;11;1;1;0;6;0;6;0;32;0;47;0;13;0;2;0;6;0;6;0;32;0;47;0;13;0;2;0;6;0;6;0;32;2;45;0;13;0;2;0;6;0;6;0;32;0;47;0;13;0;2;0;6;0;6;3;29;0;47;0;13;0;2;0;6;0;83;0;23;66;17;16;7;12;71;5;18;0;83;0;23;11;72;4;19;0;83;0;23;0;83;0;23;2;81;0;23;0;83;0;23;3;80;0;23
510010210000002;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510020105000001;1;5;18;45;134;0;0;23;0;179;0;0;0;23;0;179;0;0;0;19;4;121;58;0;0;23;0;179;0;0;0;0;23;0;179;0;0;1;22;5;174;0;0;21;2;178;1;0;0;0;23;0;179;0;0;0;23;0;179;0;0;1;2;3;7;12;31;19;44;15;68;0;0;3;0;10;0;43;0;63;0;83;0;0;0;3;0;10;0;43;0;63;0;83;0;0;0;1;2;7;3;30;13;39;24;63;20;0;0;3;0;10;0;43;0;63;0;83;0;0;0;0;3;0;10;0;43;0;63;0;83;0;0;0;3;3;7;0;43;2;61;1;82;0;0;3;0;10;0;42;1;63;0;81;2;0;0;0;3;0;10;0;43;0;63;0;83;0;0;0;3;0;10;0;43;0;63;0;83;0;0;35;110;15;42;145;0;57;0;145;0;57;0;107;38;33;24;145;0;57;0;0;145;0;57;4;141;2;55;143;2;56;1;0;145;0;57;0;145;0;57
510020105000002;1;14;0;282;0;0;0;14;0;282;0;0;0;14;0;276;6;0;0;5;9;101;181;0;0;14;0;282;0;0;0;0;14;0;282;0;0;0;14;0;282;0;0;6;8;130;152;0;0;0;14;0;282;0;0;0;14;0;282;0;0;3;0;22;0;80;0;97;0;74;0;20;0;3;0;22;0;80;0;97;0;74;0;20;0;3;0;22;0;80;0;93;4;73;1;19;1;0;3;5;17;22;58;39;58;32;42;8;12;3;0;22;0;80;0;97;0;74;0;20;0;0;3;0;22;0;80;0;97;0;74;0;20;0;3;0;22;0;80;0;97;0;74;0;20;2;1;7;15;31;49;44;53;42;32;10;10;0;3;0;22;0;80;0;97;0;74;0;20;0;3;0;22;0;80;0;97;0;74;0;20;103;0;193;0;103;0;193;0;101;2;189;4;36;67;70;123;103;0;193;0;0;103;0;193;0;103;0;193;49;54;87;106;0;103;0;193;0;103;0;193
510020105000003;1;18;1;212;16;0;0;19;0;228;0;0;0;19;0;228;0;0;0;1;18;11;217;0;0;19;0;228;0;0;0;0;19;0;228;0;0;0;19;0;228;0;0;17;2;83;145;0;0;0;19;0;228;0;0;0;19;0;228;0;0;9;0;35;2;81;10;70;2;28;3;7;0;9;0;37;0;91;0;72;0;31;0;7;0;9;0;37;0;91;0;72;0;31;0;7;0;1;8;0;37;3;88;2;70;5;26;1;6;9;0;37;0;91;0;72;0;31;0;7;0;0;9;0;37;0;91;0;72;0;31;0;7;0;9;0;37;0;91;0;72;0;31;0;7;4;5;18;19;35;56;29;43;12;19;2;5;0;9;0;37;0;91;0;72;0;31;0;7;0;9;0;37;0;91;0;72;0;31;0;7;99;15;131;2;114;0;133;0;114;0;133;0;5;109;7;126;114;0;133;0;0;114;0;133;0;114;0;133;44;70;56;77;0;114;0;133;0;114;0;133
510020105000004;1;8;0;270;2;0;0;8;0;272;0;0;0;8;0;272;0;0;0;0;8;0;272;0;0;8;0;272;0;0;0;0;8;0;272;0;0;0;8;4;268;0;0;3;5;140;132;0;0;0;8;0;272;0;0;0;8;0;272;0;0;12;0;36;0;113;2;78;0;28;0;11;0;12;0;36;0;115;0;78;0;28;0;11;0;12;0;36;0;115;0;78;0;28;0;11;0;0;12;0;36;0;115;0;78;0;28;0;11;12;0;36;0;115;0;78;0;28;0;11;0;0;12;0;36;0;115;0;78;0;28;0;11;0;12;0;36;2;113;0;78;2;26;0;11;5;7;19;17;62;53;35;43;17;11;5;6;0;12;0;36;0;115;0;78;0;28;0;11;0;12;0;36;0;115;0;78;0;28;0;11;199;1;79;1;200;0;80;0;200;0;80;0;0;200;0;80;200;0;80;0;0;200;0;80;4;196;0;80;107;93;36;44;0;200;0;80;0;200;0;80
510020105000005;1;0;0;211;0;0;0;0;0;211;0;0;0;0;0;211;0;0;0;0;0;6;205;0;0;0;0;211;0;0;0;0;0;0;211;0;0;0;0;0;211;0;0;0;0;49;162;0;0;0;0;0;211;0;0;0;0;0;211;0;0;7;0;32;0;82;0;67;0;15;0;8;0;7;0;32;0;82;0;67;0;15;0;8;0;7;0;32;0;82;0;67;0;15;0;8;0;0;7;0;32;4;78;2;65;0;15;0;8;7;0;32;0;82;0;67;0;15;0;8;0;0;7;0;32;0;82;0;67;0;15;0;8;0;7;0;32;0;82;0;67;0;15;0;8;1;6;9;23;15;67;20;47;3;12;1;7;0;7;0;32;0;82;0;67;0;15;0;8;0;7;0;32;0;82;0;67;0;15;0;8;155;0;56;0;155;0;56;0;155;0;56;0;4;151;2;54;155;0;56;0;0;155;0;56;0;155;0;56;38;117;11;45;0;155;0;56;0;155;0;56
510020105000006;1;67;53;192;50;0;0;120;0;238;4;0;0;120;0;242;0;0;0;119;1;239;3;0;0;120;0;242;0;0;0;6;114;15;227;0;0;0;120;2;240;0;0;120;0;242;0;0;0;0;120;4;238;0;0;0;120;0;242;0;0;6;0;28;6;63;25;98;35;59;32;5;5;6;0;34;0;87;1;130;3;91;0;10;0;6;0;34;0;88;0;133;0;91;0;10;0;6;0;33;1;87;1;133;0;89;2;10;0;6;0;34;0;88;0;133;0;91;0;10;0;1;5;2;32;5;83;10;123;3;88;0;10;1;5;0;34;0;88;1;132;0;91;0;10;6;0;34;0;88;0;133;0;91;0;10;0;0;6;1;33;0;88;3;130;0;91;0;10;0;6;0;34;0;88;0;133;0;91;0;10;169;74;90;29;240;3;118;1;243;0;119;0;241;2;117;2;243;0;119;0;16;227;5;114;2;241;0;119;243;0;119;0;2;241;2;117;0;243;0;119
510020105000007;1;0;3;71;140;0;0;3;0;211;0;0;0;3;0;210;1;0;0;0;3;34;177;0;0;3;0;210;1;0;0;0;3;42;169;0;0;0;3;0;211;0;0;3;0;186;25;0;0;0;3;0;211;0;0;0;3;0;211;0;0;3;17;11;32;31;43;18;40;5;4;3;7;20;0;43;0;74;0;58;0;9;0;10;0;20;0;42;1;74;0;58;0;9;0;10;0;5;15;6;37;6;68;12;46;4;5;1;9;20;0;42;1;74;0;58;0;9;0;10;0;2;18;6;37;15;59;13;45;3;6;3;7;0;20;0;43;0;74;0;58;0;9;0;10;17;3;38;5;67;7;51;7;9;0;7;3;0;20;0;43;0;74;0;58;0;9;0;10;0;20;0;43;0;74;0;58;0;9;0;10;53;86;18;57;139;0;75;0;138;1;75;0;23;116;11;64;138;1;75;0;29;110;13;62;0;139;0;75;122;17;67;8;0;139;0;75;0;139;0;75
510020105000008;1;10;1;155;60;0;0;11;0;211;4;0;0;10;1;212;3;0;0;10;1;205;10;0;0;10;1;212;3;0;0;0;11;17;198;0;0;0;11;0;215;0;0;10;1;212;3;0;0;0;11;0;215;0;0;0;11;0;215;0;0;5;3;21;9;54;12;51;27;30;7;4;3;8;0;30;0;64;2;76;2;37;0;7;0;8;0;30;0;66;0;75;3;37;0;6;1;8;0;28;2;64;2;73;5;36;1;6;1;8;0;30;0;66;0;75;3;37;0;6;1;2;6;3;27;3;63;4;74;5;32;0;7;0;8;0;30;0;66;0;78;0;37;0;7;8;0;30;0;66;0;75;3;37;0;6;1;0;8;0;30;0;66;0;78;0;37;0;7;0;8;0;30;0;66;0;78;0;37;0;7;130;46;35;15;173;3;49;1;174;2;48;2;168;8;47;3;174;2;48;2;15;161;2;48;0;176;0;50;174;2;48;2;0;176;0;50;0;176;0;50
510020105000009;1;1;0;33;7;2;11;1;0;31;9;1;12;1;0;34;6;2;11;0;1;0;40;0;13;1;0;31;9;1;12;1;0;30;10;1;12;0;1;0;40;0;13;1;0;34;6;4;9;0;1;0;40;0;13;0;1;0;40;0;13;1;2;4;3;13;4;15;8;3;1;0;0;0;3;4;3;12;5;15;8;2;2;0;0;1;2;4;3;13;4;16;7;3;1;0;0;0;3;0;7;0;17;0;23;0;4;0;0;0;3;4;3;12;5;15;8;2;2;0;0;0;3;4;3;12;5;14;9;2;2;0;0;0;3;0;7;0;17;0;23;0;4;0;0;1;2;5;2;13;4;16;7;4;0;0;0;0;3;0;7;0;17;0;23;0;4;0;0;0;3;0;7;0;17;0;23;0;4;0;0;29;16;7;2;27;18;6;3;30;15;7;2;0;45;0;9;27;18;6;3;26;19;6;3;0;45;0;9;31;14;8;1;0;45;0;9;0;45;0;9
510020105000010;1;0;0;0;32;0;1;0;0;31;1;1;0;0;0;0;32;1;0;0;0;0;32;0;1;0;0;0;32;0;1;0;0;0;32;0;1;0;0;0;32;0;1;0;0;31;1;0;1;0;0;0;32;0;1;0;0;0;32;0;1;0;2;0;7;0;13;0;8;0;0;0;3;2;0;7;0;13;0;7;1;0;0;3;0;0;2;0;7;0;13;1;7;0;0;0;3;0;2;0;7;0;13;0;8;0;0;0;3;0;2;0;7;0;13;0;8;0;0;0;3;0;2;0;7;0;13;0;8;0;0;0;3;0;2;0;7;0;13;0;8;0;0;0;3;2;0;7;0;13;0;6;2;0;0;3;0;0;2;0;7;0;13;0;8;0;0;0;3;0;2;0;7;0;13;0;8;0;0;0;3;0;21;0;12;20;1;12;0;1;20;0;12;0;21;0;12;0;21;0;12;0;21;0;12;0;21;0;12;19;2;12;0;0;21;0;12;0;21;0;12
510020105000011;1;1;4;8;51;0;0;3;2;48;11;0;0;1;4;24;35;0;0;0;5;1;58;0;0;2;3;24;35;0;0;0;5;2;57;0;0;0;5;0;59;0;0;0;5;5;54;0;0;0;5;0;59;0;0;0;5;1;58;0;0;0;2;2;9;3;19;2;16;2;8;0;1;2;0;10;1;18;4;13;5;7;3;1;0;1;1;7;4;6;16;7;11;4;6;0;1;0;2;1;10;0;22;0;18;0;10;0;1;1;1;6;5;6;16;8;10;5;5;0;1;0;2;1;10;1;21;0;18;0;10;0;1;0;2;0;11;0;22;0;18;0;10;0;1;1;1;1;10;1;21;1;17;1;9;0;1;0;2;0;11;0;22;0;18;0;10;0;1;0;2;1;10;0;22;0;18;0;10;0;1;8;38;1;17;36;10;15;3;20;26;5;13;1;45;0;18;22;24;4;14;2;44;0;18;0;46;0;18;4;42;1;17;0;46;0;18;0;46;1;17
510020105000012;1;12;3;78;11;0;0;15;0;89;0;0;0;15;0;89;0;0;0;15;0;79;10;0;0;15;0;89;0;0;0;0;15;0;89;0;0;1;14;6;83;0;0;15;0;83;6;0;0;0;15;0;89;0;0;0;15;0;89;0;0;0;0;1;0;9;3;31;2;41;8;8;1;0;0;1;0;12;0;33;0;49;0;9;0;0;0;1;0;12;0;33;0;49;0;9;0;0;0;1;0;10;2;31;2;45;4;7;2;0;0;1;0;12;0;33;0;49;0;9;0;0;0;0;1;0;12;0;33;0;49;0;9;0;0;0;1;1;11;2;31;2;47;2;7;0;0;1;0;12;0;30;3;46;3;9;0;0;0;0;1;0;12;0;33;0;49;0;9;0;0;0;1;0;12;0;33;0;49;0;9;35;3;55;11;38;0;66;0;38;0;66;0;36;2;58;8;38;0;66;0;0;38;0;66;4;34;3;63;36;2;62;4;0;38;0;66;0;38;0;66
510020105000013;1;4;0;69;77;0;0;4;0;146;0;0;0;4;0;146;0;0;0;3;1;121;25;0;0;4;0;146;0;0;0;0;4;0;146;0;0;0;4;4;142;0;0;4;0;134;12;0;0;0;4;4;142;0;0;0;4;0;146;0;0;1;1;5;6;22;15;14;21;30;33;1;1;2;0;11;0;37;0;35;0;63;0;2;0;2;0;11;0;37;0;35;0;63;0;2;0;1;1;11;0;34;3;26;9;50;13;2;0;2;0;11;0;37;0;35;0;63;0;2;0;0;2;0;11;0;37;0;35;0;63;0;2;0;2;0;11;1;36;1;34;2;61;0;2;1;1;10;1;35;2;32;3;58;5;2;0;0;2;1;10;1;36;0;35;2;61;0;2;0;2;0;11;0;37;0;35;0;63;0;2;35;43;38;34;78;0;72;0;78;0;72;0;62;16;62;10;78;0;72;0;0;78;0;72;1;77;3;69;73;5;65;7;3;75;1;71;0;78;0;72
510020105000014;1;0;36;7;115;0;0;36;0;122;0;0;0;36;0;122;0;0;0;4;32;30;92;0;0;36;0;122;0;0;0;14;22;8;114;0;0;0;36;0;122;0;0;36;0;121;1;0;0;8;28;11;111;0;0;0;36;0;122;0;0;0;2;0;11;1;34;3;59;3;45;0;0;2;0;11;0;35;0;62;0;48;0;0;0;2;0;11;0;35;0;62;0;48;0;0;0;0;2;1;10;5;30;12;50;16;32;0;0;2;0;11;0;35;0;62;0;48;0;0;0;0;2;1;10;2;33;9;53;10;38;0;0;0;2;0;11;0;35;0;62;0;48;0;0;2;0;11;0;35;0;61;1;48;0;0;0;0;2;1;10;2;33;8;54;8;40;0;0;0;2;0;11;0;35;0;62;0;48;0;0;5;110;2;41;115;0;43;0;115;0;43;0;22;93;12;31;115;0;43;0;19;96;3;40;0;115;0;43;114;1;43;0;14;101;5;38;0;115;0;43
510020105000015;1;11;116;19;104;0;0;127;0;123;0;0;0;127;0;123;0;0;0;76;51;64;59;0;0;127;0;123;0;0;0;6;121;12;111;0;0;0;127;2;121;0;0;123;4;119;4;0;0;0;127;0;123;0;0;0;127;1;122;0;0;0;1;0;7;8;43;9;72;13;93;0;4;1;0;7;0;51;0;81;0;106;0;4;0;1;0;7;0;51;0;81;0;106;0;4;0;1;0;4;3;25;26;43;38;66;40;1;3;1;0;7;0;51;0;81;0;106;0;4;0;0;1;1;6;3;48;8;73;6;100;0;4;0;1;0;7;0;51;2;79;0;106;0;4;1;0;7;0;50;1;79;2;101;5;4;0;0;1;0;7;0;51;0;81;0;106;0;4;0;1;0;7;0;51;1;80;0;106;0;4;20;166;10;54;186;0;64;0;186;0;64;0;108;78;32;32;186;0;64;0;11;175;7;57;1;185;1;63;181;5;61;3;0;186;0;64;1;185;0;64
510020105000016;1;0;4;99;223;0;0;4;0;317;5;0;0;4;0;321;1;0;0;0;4;11;311;0;0;4;0;322;0;0;0;1;3;79;243;0;0;0;4;0;322;0;0;4;0;317;5;0;0;0;4;0;322;0;0;0;4;0;322;0;0;4;7;13;29;40;101;34;65;7;21;1;4;10;1;42;0;139;2;98;1;27;1;5;0;11;0;41;1;141;0;99;0;28;0;5;0;0;11;2;40;1;140;5;94;2;26;1;4;11;0;42;0;141;0;99;0;28;0;5;0;2;9;14;28;37;104;21;78;6;22;0;5;0;11;0;42;0;141;0;99;0;28;0;5;11;0;40;2;141;0;96;3;28;0;5;0;0;11;0;42;0;141;0;99;0;28;0;5;0;11;0;42;0;141;0;99;0;28;0;5;63;137;36;90;195;5;126;0;199;1;126;0;7;193;4;122;200;0;126;0;52;148;28;98;0;200;0;126;198;2;123;3;0;200;0;126;0;200;0;126
