ibge;uf;cidade;cnes;no_fantasia;no_logradouro;Cod_bairro;no_bairro
330455;RJ;Rio de Janeiro;3796310;SMS CMS VILA CANOAS AP 21;ESTRADA DAS CANOAS - 610;3304557025;SAO CONRADO
330455;RJ;Rio de Janeiro;2270250;SMS CMS ERNESTO ZEFERINO TIBAU JR AP 10;AVENIDA DO EXERCITO - 1;3304557026;SAO CRISTOVAO
330455;RJ;Rio de Janeiro;5598435;SMS CMS TIA ALICE AP 32;R SANTOS MELLO - 73;3304557047;SAO FRANCISCO XAVIER
330455;RJ;Rio de Janeiro;6023975;SMS CF DONA ZICA AP 10;RUA JOAO RODRIGUES - 43;3304557047;SAO FRANCISCO XAVIER
330455;RJ;Rio de Janeiro;6852203;SMS CF KELLY CRISTINA DE SA LACERDA SILVA AP 51;AVENIDA CARLOS SAMPAIO CORREA - S/N;3304557100;SENADOR CAMARA
330455;RJ;Rio de Janeiro;2269848;SMS CMS ALEXANDER FLEMING AP 51;RUA MARMIARI - S/N;3304557100;SENADOR CAMARA
330455;RJ;Rio de Janeiro;2270579;SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA AP 51;ESTRADA DO TAQUARAL - S/N;3304557100;SENADOR CAMARA
330455;RJ;Rio de Janeiro;2270552;SMS CMS SILVIO BARBOSA AP 51;RUA RODRIGUES DE FREITAS - S/N;3304557100;SENADOR CAMARA
330455;RJ;Rio de Janeiro;7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA AP 51;AVENIDA SANTA CRUZ - S/N;3304557100;SENADOR CAMARA
330455;RJ;Rio de Janeiro;7723296;SMS CF EVERTON DE SOUZA SANTOS AP 52;ESTRADA DE MORICABA - S/N;3304557103;SENADOR VASCONCELOS
330455;RJ;Rio de Janeiro;7723296;SMS CF EVERTON DE SOUZA SANTOS AP 52;ESTRADA DE MORICABA - S/N;3304557103;SENADOR VASCONCELOS
330455;RJ;Rio de Janeiro;3785009;SMS CF VALERIA GOMES ESTEVES AP 53;RUA VITORIA REGIA - 4;3304557108;SEPETIBA
330455;RJ;Rio de Janeiro;6026737;SMS CMS ADELINO SIMOES NOVA SEPETIBA AP 53;AVENIDA SETE - S/N;3304557108;SEPETIBA
330455;RJ;Rio de Janeiro;2295253;SMS CF WALDEMAR BERARDINELLI AP 53;RUA FREDERICO TROTA - S/N;3304557108;SEPETIBA
330455;RJ;Rio de Janeiro;2296543;SMS CMS JORGE SALDANHA BANDEIRA DE MELLO AP40;AVENIDA GEREMARIO DANTAS - 135;3304557089;TANQUE
330455;RJ;Rio de Janeiro;2778696;SMS CMS CARLOS FIGUEIREDO FILHO BOREL AP 22;RUA SAO MIGUEL - S/N;3304557030;TIJUCA
330455;RJ;Rio de Janeiro;2269376;SMS CMS HEITOR BELTRAO AP 22;RUA DESEMBARGADOR ISIDRO - 144;3304557030;TIJUCA
330455;RJ;Rio de Janeiro;2280787;SMS CMS NILZA ROSA AP 22;RUA CASTEL NUOVO - 150;3304557030;TIJUCA
330455;RJ;Rio de Janeiro;5358612;SMS CMS CASA BRANCA AP 22;ESTRADA DA CASA BRANCA - 200;3304557030;TIJUCA
330455;RJ;Rio de Janeiro;6681379;SMS CF HERBERT JOSE DE SOUZA AP 32;AVENIDA PASTOR MARTIN LUTHER KING JUNIOR - 4776;3304557151;TOMAS COELHO
330455;RJ;Rio de Janeiro;5465877;SMS CMS NOVO PALMARES AP 40;RUA JACARANDA - 16;3304557133;VARGEM PEQUENA
330455;RJ;Rio de Janeiro;2270013;SMS CMS CECILIA DONNANGELO AP 40;ESTRADA DOS BANDEIRANTES - 21136;3304557133;VARGEM PEQUENA
330455;RJ;Rio de Janeiro;6716598;SMS CF MAURY ALVES DE PINHO AP 40;ESTRADA DOS BANDEIRANTES - 11227;3304557133;VARGEM PEQUENA
330455;RJ;Rio de Janeiro;2280205;SMS CMS RODOLPHO PERISSE VIDIGAL AP 21;AV PRESIDENTE JOAO GOULART - 735;3304557024;VIDIGAL
330455;RJ;Rio de Janeiro;5457009;SMS CMS IRACI LOPES AP 31;RUA ANTONIO MENDES - 02;3304557045;VIGARIO GERAL
330455;RJ;Rio de Janeiro;6932916;SMS CF JOAOSINHO TRINTA AP 31;RUA ANAMA PRACA JOSE DA MATTA - S/N;3304557045;VIGARIO GERAL
330455;RJ;Rio de Janeiro;2280272;SMS CMS MARIA AUGUSTA ESTRELLA AP 22;RUA VISCONDE DE SANTA ISABEL - 56;3304557033;VILA ISABEL
330455;RJ;Rio de Janeiro;3785025;SMS CF RECANTO DO TROVADOR AP 22;RUA VISCONDE DE SANTA ISABEL - 272;3304557033;VILA ISABEL
330455;RJ;Rio de Janeiro;7638086;SMS CF PEDRO ERNESTO AP 22;RUA VINTE E OITO DE SETEMBRO - 109;3304557033;VILA ISABEL
330455;RJ;Rio de Janeiro;6869009;SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA AP 33;RUA QUATRO - S/N;3304557062;VILA KOSMOS
330455;RJ;Rio de Janeiro;2280779;SMS CMS NECKER PINTO AP 31;ESTRADA RIO JEQUIA - 428;3304557110;ZUMBI
